amrs_concept_id,kenyaemr_concept_uuid,kenyaemr_concep_id
5219,120749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,120345AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,119574AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,113054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,143264AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,143129AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,142412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,122496AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,118789AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,141830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,141585AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,141128AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,131040AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,114399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,162626AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,140238AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,140070AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,123396AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,142247AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,135462AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,139084AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,117698AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,116214AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,112989AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,879AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,116558AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,114395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,135595AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,135488AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,121657AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,144576AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,116334AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,131015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,111721AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
